id,state_id/id,name
02188,base.state_us_2,Northwest Arctic Borough
02195,base.state_us_2,Petersburg Census Area
02198,base.state_us_2,Prince of Wales-Hyder Census Area
02220,base.state_us_2,Sitka City and Borough
02230,base.state_us_2,Skagway Municipality
02240,base.state_us_2,Southeast Fairbanks Census Area
02261,base.state_us_2,Valdez-Cordova Census Area
02270,base.state_us_2,Wade Hampton Census Area
02275,base.state_us_2,Wrangell City and Borough
02282,base.state_us_2,Yakutat City and Borough
02290,base.state_us_2,Yukon-Koyukuk Census Area
04001,base.state_us_3,Apache County
04003,base.state_us_3,Cochise County
04005,base.state_us_3,Coconino County
04007,base.state_us_3,Gila County
04009,base.state_us_3,Graham County
04011,base.state_us_3,Greenlee County
04012,base.state_us_3,La Paz County
04013,base.state_us_3,Maricopa County
04015,base.state_us_3,Mohave County
04017,base.state_us_3,Navajo County
04019,base.state_us_3,Pima County
04021,base.state_us_3,Pinal County
04023,base.state_us_3,Santa Cruz County
04025,base.state_us_3,Yavapai County
04027,base.state_us_3,Yuma County
05001,base.state_us_4,Arkansas County
05003,base.state_us_4,Ashley County
05005,base.state_us_4,Baxter County
05007,base.state_us_4,Benton County
05009,base.state_us_4,Boone County
05011,base.state_us_4,Bradley County
05013,base.state_us_4,Calhoun County
05015,base.state_us_4,Carroll County
05017,base.state_us_4,Chicot County
05019,base.state_us_4,Clark County
05021,base.state_us_4,Clay County
05023,base.state_us_4,Cleburne County
05025,base.state_us_4,Cleveland County
05027,base.state_us_4,Columbia County
05029,base.state_us_4,Conway County
05031,base.state_us_4,Craighead County
05033,base.state_us_4,Crawford County
05035,base.state_us_4,Crittenden County
05037,base.state_us_4,Cross County
05039,base.state_us_4,Dallas County
05041,base.state_us_4,Desha County
05043,base.state_us_4,Drew County
05045,base.state_us_4,Faulkner County
05047,base.state_us_4,Franklin County
05049,base.state_us_4,Fulton County
05051,base.state_us_4,Garland County
05053,base.state_us_4,Grant County
05055,base.state_us_4,Greene County
05057,base.state_us_4,Hempstead County
05059,base.state_us_4,Hot Spring County
05061,base.state_us_4,Howard County
05063,base.state_us_4,Independence County
05065,base.state_us_4,Izard County
05067,base.state_us_4,Jackson County
05069,base.state_us_4,Jefferson County
05071,base.state_us_4,Johnson County
05073,base.state_us_4,Lafayette County
05075,base.state_us_4,Lawrence County
05077,base.state_us_4,Lee County
05079,base.state_us_4,Lincoln County
05081,base.state_us_4,Little River County
05083,base.state_us_4,Logan County
05085,base.state_us_4,Lonoke County
05087,base.state_us_4,Madison County
05089,base.state_us_4,Marion County
05091,base.state_us_4,Miller County
05093,base.state_us_4,Mississippi County
05095,base.state_us_4,Monroe County
05097,base.state_us_4,Montgomery County
05099,base.state_us_4,Nevada County
05101,base.state_us_4,Newton County
05103,base.state_us_4,Ouachita County
05105,base.state_us_4,Perry County
05107,base.state_us_4,Phillips County
05109,base.state_us_4,Pike County
05111,base.state_us_4,Poinsett County
05113,base.state_us_4,Polk County
05115,base.state_us_4,Pope County
05117,base.state_us_4,Prairie County
05119,base.state_us_4,Pulaski County
05121,base.state_us_4,Randolph County
05123,base.state_us_4,St. Francis County
05125,base.state_us_4,Saline County
05127,base.state_us_4,Scott County
05129,base.state_us_4,Searcy County
05131,base.state_us_4,Sebastian County
05133,base.state_us_4,Sevier County
05135,base.state_us_4,Sharp County
05137,base.state_us_4,Stone County
05139,base.state_us_4,Union County
05141,base.state_us_4,Van Buren County
05143,base.state_us_4,Washington County
05145,base.state_us_4,White County
05147,base.state_us_4,Woodruff County
05149,base.state_us_4,Yell County
06001,base.state_us_5,Alameda County
06003,base.state_us_5,Alpine County
06005,base.state_us_5,Amador County
06007,base.state_us_5,Butte County
06009,base.state_us_5,Calaveras County
06011,base.state_us_5,Colusa County
06013,base.state_us_5,Contra Costa County
06015,base.state_us_5,Del Norte County
06017,base.state_us_5,El Dorado County
06019,base.state_us_5,Fresno County
06021,base.state_us_5,Glenn County
06023,base.state_us_5,Humboldt County
06025,base.state_us_5,Imperial County
06027,base.state_us_5,Inyo County
06029,base.state_us_5,Kern County
06031,base.state_us_5,Kings County
06033,base.state_us_5,Lake County
06035,base.state_us_5,Lassen County
06037,base.state_us_5,Los Angeles County
06039,base.state_us_5,Madera County
06041,base.state_us_5,Marin County
06043,base.state_us_5,Mariposa County
06045,base.state_us_5,Mendocino County
06047,base.state_us_5,Merced County
06049,base.state_us_5,Modoc County
06051,base.state_us_5,Mono County
06053,base.state_us_5,Monterey County
06055,base.state_us_5,Napa County
06057,base.state_us_5,Nevada County
06059,base.state_us_5,Orange County
06061,base.state_us_5,Placer County
06063,base.state_us_5,Plumas County
06065,base.state_us_5,Riverside County
06067,base.state_us_5,Sacramento County
06069,base.state_us_5,San Benito County
06071,base.state_us_5,San Bernardino County
06073,base.state_us_5,San Diego County
06075,base.state_us_5,San Francisco County
06077,base.state_us_5,San Joaquin County
06079,base.state_us_5,San Luis Obispo County
06081,base.state_us_5,San Mateo County
06083,base.state_us_5,Santa Barbara County
06085,base.state_us_5,Santa Clara County
06087,base.state_us_5,Santa Cruz County
06089,base.state_us_5,Shasta County
06091,base.state_us_5,Sierra County
06093,base.state_us_5,Siskiyou County
06095,base.state_us_5,Solano County
06097,base.state_us_5,Sonoma County
06099,base.state_us_5,Stanislaus County
06101,base.state_us_5,Sutter County
06103,base.state_us_5,Tehama County
06105,base.state_us_5,Trinity County
06107,base.state_us_5,Tulare County
06109,base.state_us_5,Tuolumne County
06111,base.state_us_5,Ventura County
06113,base.state_us_5,Yolo County
06115,base.state_us_5,Yuba County
08001,base.state_us_6,Adams County
08003,base.state_us_6,Alamosa County
08005,base.state_us_6,Arapahoe County
08007,base.state_us_6,Archuleta County
08009,base.state_us_6,Baca County
08011,base.state_us_6,Bent County
08013,base.state_us_6,Boulder County
08014,base.state_us_6,Broomfield County
08015,base.state_us_6,Chaffee County
08017,base.state_us_6,Cheyenne County
08019,base.state_us_6,Clear Creek County
08021,base.state_us_6,Conejos County
08023,base.state_us_6,Costilla County
08025,base.state_us_6,Crowley County
08027,base.state_us_6,Custer County
08029,base.state_us_6,Delta County
08031,base.state_us_6,Denver County
08033,base.state_us_6,Dolores County
08035,base.state_us_6,Douglas County
08037,base.state_us_6,Eagle County
08039,base.state_us_6,Elbert County
08041,base.state_us_6,El Paso County
08043,base.state_us_6,Fremont County
08045,base.state_us_6,Garfield County
08047,base.state_us_6,Gilpin County
08049,base.state_us_6,Grand County
08051,base.state_us_6,Gunnison County
08053,base.state_us_6,Hinsdale County
08055,base.state_us_6,Huerfano County
08057,base.state_us_6,Jackson County
08059,base.state_us_6,Jefferson County
08061,base.state_us_6,Kiowa County
08063,base.state_us_6,Kit Carson County
08065,base.state_us_6,Lake County
08067,base.state_us_6,La Plata County
08069,base.state_us_6,Larimer County
08071,base.state_us_6,Las Animas County
08073,base.state_us_6,Lincoln County
08075,base.state_us_6,Logan County
08077,base.state_us_6,Mesa County
08079,base.state_us_6,Mineral County
08081,base.state_us_6,Moffat County
08083,base.state_us_6,Montezuma County
08085,base.state_us_6,Montrose County
08087,base.state_us_6,Morgan County
08089,base.state_us_6,Otero County
08091,base.state_us_6,Ouray County
08093,base.state_us_6,Park County
08095,base.state_us_6,Phillips County
08097,base.state_us_6,Pitkin County
08099,base.state_us_6,Prowers County
08101,base.state_us_6,Pueblo County
08103,base.state_us_6,Rio Blanco County
08105,base.state_us_6,Rio Grande County
08107,base.state_us_6,Routt County
08109,base.state_us_6,Saguache County
08111,base.state_us_6,San Juan County
08113,base.state_us_6,San Miguel County
08115,base.state_us_6,Sedgwick County
08117,base.state_us_6,Summit County
08119,base.state_us_6,Teller County
08121,base.state_us_6,Washington County
08123,base.state_us_6,Weld County
08125,base.state_us_6,Yuma County
09001,base.state_us_7,Fairfield County
09003,base.state_us_7,Hartford County
09005,base.state_us_7,Litchfield County
09007,base.state_us_7,Middlesex County
09009,base.state_us_7,New Haven County
09011,base.state_us_7,New London County
09013,base.state_us_7,Tolland County
09015,base.state_us_7,Windham County
10001,base.state_us_8,Kent County
10003,base.state_us_8,New Castle County
10005,base.state_us_8,Sussex County
11001,base.state_us_9,District of Columbia
12001,base.state_us_10,Alachua County
12003,base.state_us_10,Baker County
12005,base.state_us_10,Bay County
12007,base.state_us_10,Bradford County
12009,base.state_us_10,Brevard County
12011,base.state_us_10,Broward County
12013,base.state_us_10,Calhoun County
12015,base.state_us_10,Charlotte County
12017,base.state_us_10,Citrus County
12019,base.state_us_10,Clay County
12021,base.state_us_10,Collier County
12023,base.state_us_10,Columbia County
12027,base.state_us_10,DeSoto County
12029,base.state_us_10,Dixie County
12031,base.state_us_10,Duval County
12033,base.state_us_10,Escambia County
12035,base.state_us_10,Flagler County
12037,base.state_us_10,Franklin County
12039,base.state_us_10,Gadsden County
12041,base.state_us_10,Gilchrist County
12043,base.state_us_10,Glades County
12045,base.state_us_10,Gulf County
12047,base.state_us_10,Hamilton County
12049,base.state_us_10,Hardee County
12051,base.state_us_10,Hendry County
12053,base.state_us_10,Hernando County
12055,base.state_us_10,Highlands County
12057,base.state_us_10,Hillsborough County
12059,base.state_us_10,Holmes County
12061,base.state_us_10,Indian River County
12063,base.state_us_10,Jackson County
12065,base.state_us_10,Jefferson County
12067,base.state_us_10,Lafayette County
12069,base.state_us_10,Lake County
12071,base.state_us_10,Lee County
12073,base.state_us_10,Leon County
12075,base.state_us_10,Levy County
12077,base.state_us_10,Liberty County
12079,base.state_us_10,Madison County
12081,base.state_us_10,Manatee County
12083,base.state_us_10,Marion County
12085,base.state_us_10,Martin County
12086,base.state_us_10,Miami-Dade County
12087,base.state_us_10,Monroe County
12089,base.state_us_10,Nassau County
12091,base.state_us_10,Okaloosa County
12093,base.state_us_10,Okeechobee County
12095,base.state_us_10,Orange County
12097,base.state_us_10,Osceola County
12099,base.state_us_10,Palm Beach County
12101,base.state_us_10,Pasco County
12103,base.state_us_10,Pinellas County
12105,base.state_us_10,Polk County
12107,base.state_us_10,Putnam County
12109,base.state_us_10,St. Johns County
12111,base.state_us_10,St. Lucie County
12113,base.state_us_10,Santa Rosa County
12115,base.state_us_10,Sarasota County
12117,base.state_us_10,Seminole County
12119,base.state_us_10,Sumter County
12121,base.state_us_10,Suwannee County
12123,base.state_us_10,Taylor County
12125,base.state_us_10,Union County
12127,base.state_us_10,Volusia County
12129,base.state_us_10,Wakulla County
12131,base.state_us_10,Walton County
12133,base.state_us_10,Washington County
13001,base.state_us_11,Appling County
13003,base.state_us_11,Atkinson County
13005,base.state_us_11,Bacon County
13007,base.state_us_11,Baker County
13009,base.state_us_11,Baldwin County
13011,base.state_us_11,Banks County
13013,base.state_us_11,Barrow County
13015,base.state_us_11,Bartow County
13017,base.state_us_11,Ben Hill County
13019,base.state_us_11,Berrien County
13021,base.state_us_11,Bibb County
13023,base.state_us_11,Bleckley County
13025,base.state_us_11,Brantley County
13027,base.state_us_11,Brooks County
13029,base.state_us_11,Bryan County
13031,base.state_us_11,Bulloch County
13033,base.state_us_11,Burke County
13035,base.state_us_11,Butts County
13037,base.state_us_11,Calhoun County
13039,base.state_us_11,Camden County
13043,base.state_us_11,Candler County
13045,base.state_us_11,Carroll County
13047,base.state_us_11,Catoosa County
13049,base.state_us_11,Charlton County
13051,base.state_us_11,Chatham County
13053,base.state_us_11,Chattahoochee County
13055,base.state_us_11,Chattooga County
13057,base.state_us_11,Cherokee County
13059,base.state_us_11,Clarke County
13061,base.state_us_11,Clay County
13063,base.state_us_11,Clayton County
13065,base.state_us_11,Clinch County
13067,base.state_us_11,Cobb County
13069,base.state_us_11,Coffee County
13071,base.state_us_11,Colquitt County
13073,base.state_us_11,Columbia County
13075,base.state_us_11,Cook County
13077,base.state_us_11,Coweta County
13079,base.state_us_11,Crawford County
13081,base.state_us_11,Crisp County
13083,base.state_us_11,Dade County
13085,base.state_us_11,Dawson County
13087,base.state_us_11,Decatur County
13089,base.state_us_11,DeKalb County
13091,base.state_us_11,Dodge County
13093,base.state_us_11,Dooly County
13095,base.state_us_11,Dougherty County
13097,base.state_us_11,Douglas County
13099,base.state_us_11,Early County
13101,base.state_us_11,Echols County
13103,base.state_us_11,Effingham County
13105,base.state_us_11,Elbert County
13107,base.state_us_11,Emanuel County
13109,base.state_us_11,Evans County
13111,base.state_us_11,Fannin County
13113,base.state_us_11,Fayette County
13115,base.state_us_11,Floyd County
13117,base.state_us_11,Forsyth County
13119,base.state_us_11,Franklin County
13121,base.state_us_11,Fulton County
13123,base.state_us_11,Gilmer County
13125,base.state_us_11,Glascock County
13127,base.state_us_11,Glynn County
13129,base.state_us_11,Gordon County
13131,base.state_us_11,Grady County
13133,base.state_us_11,Greene County
13135,base.state_us_11,Gwinnett County
13137,base.state_us_11,Habersham County
13139,base.state_us_11,Hall County
13141,base.state_us_11,Hancock County
13143,base.state_us_11,Haralson County
13145,base.state_us_11,Harris County
13147,base.state_us_11,Hart County
13149,base.state_us_11,Heard County
13151,base.state_us_11,Henry County
13153,base.state_us_11,Houston County
13155,base.state_us_11,Irwin County
13157,base.state_us_11,Jackson County
13159,base.state_us_11,Jasper County
13161,base.state_us_11,Jeff Davis County
13163,base.state_us_11,Jefferson County
13165,base.state_us_11,Jenkins County
13167,base.state_us_11,Johnson County
13169,base.state_us_11,Jones County
13171,base.state_us_11,Lamar County
13173,base.state_us_11,Lanier County
13175,base.state_us_11,Laurens County
13177,base.state_us_11,Lee County
13179,base.state_us_11,Liberty County
13181,base.state_us_11,Lincoln County
13183,base.state_us_11,Long County
13185,base.state_us_11,Lowndes County
13187,base.state_us_11,Lumpkin County
13189,base.state_us_11,McDuffie County
13191,base.state_us_11,McIntosh County
13193,base.state_us_11,Macon County
13195,base.state_us_11,Madison County
13197,base.state_us_11,Marion County
13199,base.state_us_11,Meriwether County
13201,base.state_us_11,Miller County
13205,base.state_us_11,Mitchell County
13207,base.state_us_11,Monroe County
13209,base.state_us_11,Montgomery County
13211,base.state_us_11,Morgan County
13213,base.state_us_11,Murray County
13215,base.state_us_11,Muscogee County
13217,base.state_us_11,Newton County
13219,base.state_us_11,Oconee County
13221,base.state_us_11,Oglethorpe County
13223,base.state_us_11,Paulding County
13225,base.state_us_11,Peach County
13227,base.state_us_11,Pickens County
13229,base.state_us_11,Pierce County
13231,base.state_us_11,Pike County
13233,base.state_us_11,Polk County
13235,base.state_us_11,Pulaski County
13237,base.state_us_11,Putnam County
13239,base.state_us_11,Quitman County
13241,base.state_us_11,Rabun County
13243,base.state_us_11,Randolph County
13245,base.state_us_11,Richmond County
13247,base.state_us_11,Rockdale County
13249,base.state_us_11,Schley County
13251,base.state_us_11,Screven County
13253,base.state_us_11,Seminole County
13255,base.state_us_11,Spalding County
13257,base.state_us_11,Stephens County
13259,base.state_us_11,Stewart County
13261,base.state_us_11,Sumter County
13263,base.state_us_11,Talbot County
13265,base.state_us_11,Taliaferro County
13267,base.state_us_11,Tattnall County
13269,base.state_us_11,Taylor County
13271,base.state_us_11,Telfair County
13273,base.state_us_11,Terrell County
13275,base.state_us_11,Thomas County
13277,base.state_us_11,Tift County
13279,base.state_us_11,Toombs County
13281,base.state_us_11,Towns County
13283,base.state_us_11,Treutlen County
13285,base.state_us_11,Troup County
13287,base.state_us_11,Turner County
13289,base.state_us_11,Twiggs County
13291,base.state_us_11,Union County
13293,base.state_us_11,Upson County
13295,base.state_us_11,Walker County
13297,base.state_us_11,Walton County
13299,base.state_us_11,Ware County
13301,base.state_us_11,Warren County
13303,base.state_us_11,Washington County
13305,base.state_us_11,Wayne County
13307,base.state_us_11,Webster County
13309,base.state_us_11,Wheeler County
13311,base.state_us_11,White County
13313,base.state_us_11,Whitfield County
13315,base.state_us_11,Wilcox County
13317,base.state_us_11,Wilkes County
13319,base.state_us_11,Wilkinson County
13321,base.state_us_11,Worth County
15001,base.state_us_12,Hawaii County
15003,base.state_us_12,Honolulu County
15005,base.state_us_12,Kalawao County
15007,base.state_us_12,Kauai County
15009,base.state_us_12,Maui County
16001,base.state_us_13,Ada County
16003,base.state_us_13,Adams County
16005,base.state_us_13,Bannock County
16007,base.state_us_13,Bear Lake County
16009,base.state_us_13,Benewah County
16011,base.state_us_13,Bingham County
16013,base.state_us_13,Blaine County
16015,base.state_us_13,Boise County
16017,base.state_us_13,Bonner County
16019,base.state_us_13,Bonneville County
16021,base.state_us_13,Boundary County
16023,base.state_us_13,Butte County
16025,base.state_us_13,Camas County
16027,base.state_us_13,Canyon County
16029,base.state_us_13,Caribou County
16031,base.state_us_13,Cassia County
16033,base.state_us_13,Clark County
16035,base.state_us_13,Clearwater County
16037,base.state_us_13,Custer County
16039,base.state_us_13,Elmore County
16041,base.state_us_13,Franklin County
16043,base.state_us_13,Fremont County
16045,base.state_us_13,Gem County
16047,base.state_us_13,Gooding County
16049,base.state_us_13,Idaho County
16051,base.state_us_13,Jefferson County
16053,base.state_us_13,Jerome County
16055,base.state_us_13,Kootenai County
16057,base.state_us_13,Latah County
16059,base.state_us_13,Lemhi County
16061,base.state_us_13,Lewis County
16063,base.state_us_13,Lincoln County
16065,base.state_us_13,Madison County
16067,base.state_us_13,Minidoka County
16069,base.state_us_13,Nez Perce County
16071,base.state_us_13,Oneida County
16073,base.state_us_13,Owyhee County
16075,base.state_us_13,Payette County
16077,base.state_us_13,Power County
16079,base.state_us_13,Shoshone County
16081,base.state_us_13,Teton County
16083,base.state_us_13,Twin Falls County
16085,base.state_us_13,Valley County
16087,base.state_us_13,Washington County
17001,base.state_us_14,Adams County
17003,base.state_us_14,Alexander County
17005,base.state_us_14,Bond County
17007,base.state_us_14,Boone County
17009,base.state_us_14,Brown County
17011,base.state_us_14,Bureau County
17013,base.state_us_14,Calhoun County
17015,base.state_us_14,Carroll County
17017,base.state_us_14,Cass County
17019,base.state_us_14,Champaign County
17021,base.state_us_14,Christian County
17023,base.state_us_14,Clark County
17025,base.state_us_14,Clay County
17027,base.state_us_14,Clinton County
17029,base.state_us_14,Coles County
17031,base.state_us_14,Cook County
17033,base.state_us_14,Crawford County
17035,base.state_us_14,Cumberland County
17037,base.state_us_14,DeKalb County
17039,base.state_us_14,De Witt County
17041,base.state_us_14,Douglas County
17043,base.state_us_14,DuPage County
17045,base.state_us_14,Edgar County
17047,base.state_us_14,Edwards County
17049,base.state_us_14,Effingham County
17051,base.state_us_14,Fayette County
17053,base.state_us_14,Ford County
17055,base.state_us_14,Franklin County
17057,base.state_us_14,Fulton County
17059,base.state_us_14,Gallatin County
17061,base.state_us_14,Greene County
17063,base.state_us_14,Grundy County
17065,base.state_us_14,Hamilton County
17067,base.state_us_14,Hancock County
17069,base.state_us_14,Hardin County
17071,base.state_us_14,Henderson County
17073,base.state_us_14,Henry County
17075,base.state_us_14,Iroquois County
17077,base.state_us_14,Jackson County
17079,base.state_us_14,Jasper County
17081,base.state_us_14,Jefferson County
17083,base.state_us_14,Jersey County
17085,base.state_us_14,Jo Daviess County
17087,base.state_us_14,Johnson County
17089,base.state_us_14,Kane County
17091,base.state_us_14,Kankakee County
17093,base.state_us_14,Kendall County
17095,base.state_us_14,Knox County
17097,base.state_us_14,Lake County
17099,base.state_us_14,LaSalle County
17101,base.state_us_14,Lawrence County
17103,base.state_us_14,Lee County
17105,base.state_us_14,Livingston County
17107,base.state_us_14,Logan County
17109,base.state_us_14,McDonough County
17111,base.state_us_14,McHenry County
17113,base.state_us_14,McLean County
17115,base.state_us_14,Macon County
17117,base.state_us_14,Macoupin County
17119,base.state_us_14,Madison County
17121,base.state_us_14,Marion County
17123,base.state_us_14,Marshall County
17125,base.state_us_14,Mason County
17127,base.state_us_14,Massac County
17129,base.state_us_14,Menard County
17131,base.state_us_14,Mercer County
17133,base.state_us_14,Monroe County
17135,base.state_us_14,Montgomery County
17137,base.state_us_14,Morgan County
17139,base.state_us_14,Moultrie County
17141,base.state_us_14,Ogle County
17143,base.state_us_14,Peoria County
17145,base.state_us_14,Perry County
17147,base.state_us_14,Piatt County
17149,base.state_us_14,Pike County
17151,base.state_us_14,Pope County
17153,base.state_us_14,Pulaski County
17155,base.state_us_14,Putnam County
17157,base.state_us_14,Randolph County
17159,base.state_us_14,Richland County
17161,base.state_us_14,Rock Island County
17163,base.state_us_14,St. Clair County
17165,base.state_us_14,Saline County
17167,base.state_us_14,Sangamon County
17169,base.state_us_14,Schuyler County
17171,base.state_us_14,Scott County
17173,base.state_us_14,Shelby County
17175,base.state_us_14,Stark County
17177,base.state_us_14,Stephenson County
17179,base.state_us_14,Tazewell County
17181,base.state_us_14,Union County
17183,base.state_us_14,Vermilion County
17185,base.state_us_14,Wabash County
17187,base.state_us_14,Warren County
17189,base.state_us_14,Washington County
17191,base.state_us_14,Wayne County
17193,base.state_us_14,White County
17195,base.state_us_14,Whiteside County
17197,base.state_us_14,Will County
17199,base.state_us_14,Williamson County
17201,base.state_us_14,Winnebago County
17203,base.state_us_14,Woodford County
18001,base.state_us_15,Adams County
18003,base.state_us_15,Allen County
18005,base.state_us_15,Bartholomew County
18007,base.state_us_15,Benton County
18009,base.state_us_15,Blackford County
18011,base.state_us_15,Boone County
18013,base.state_us_15,Brown County
18015,base.state_us_15,Carroll County
18017,base.state_us_15,Cass County
18019,base.state_us_15,Clark County
18021,base.state_us_15,Clay County
18023,base.state_us_15,Clinton County
18025,base.state_us_15,Crawford County
18027,base.state_us_15,Daviess County
18029,base.state_us_15,Dearborn County
18031,base.state_us_15,Decatur County
18033,base.state_us_15,DeKalb County
18035,base.state_us_15,Delaware County
18037,base.state_us_15,Dubois County
18039,base.state_us_15,Elkhart County
18041,base.state_us_15,Fayette County
18043,base.state_us_15,Floyd County
18045,base.state_us_15,Fountain County
18047,base.state_us_15,Franklin County
18049,base.state_us_15,Fulton County
18051,base.state_us_15,Gibson County
18053,base.state_us_15,Grant County
18055,base.state_us_15,Greene County
18057,base.state_us_15,Hamilton County
18059,base.state_us_15,Hancock County
18061,base.state_us_15,Harrison County
18063,base.state_us_15,Hendricks County
18065,base.state_us_15,Henry County
18067,base.state_us_15,Howard County
18069,base.state_us_15,Huntington County
18071,base.state_us_15,Jackson County
18073,base.state_us_15,Jasper County
18075,base.state_us_15,Jay County
18077,base.state_us_15,Jefferson County
18079,base.state_us_15,Jennings County
18081,base.state_us_15,Johnson County
18083,base.state_us_15,Knox County
18085,base.state_us_15,Kosciusko County
18087,base.state_us_15,LaGrange County
18089,base.state_us_15,Lake County
18091,base.state_us_15,LaPorte County
18093,base.state_us_15,Lawrence County
18095,base.state_us_15,Madison County
18097,base.state_us_15,Marion County
18099,base.state_us_15,Marshall County
18101,base.state_us_15,Martin County
18103,base.state_us_15,Miami County
18105,base.state_us_15,Monroe County
18107,base.state_us_15,Montgomery County
18109,base.state_us_15,Morgan County
18111,base.state_us_15,Newton County
18113,base.state_us_15,Noble County
18115,base.state_us_15,Ohio County
18117,base.state_us_15,Orange County
18119,base.state_us_15,Owen County
18121,base.state_us_15,Parke County
18123,base.state_us_15,Perry County
18125,base.state_us_15,Pike County
18127,base.state_us_15,Porter County
18129,base.state_us_15,Posey County
18131,base.state_us_15,Pulaski County
18133,base.state_us_15,Putnam County
18135,base.state_us_15,Randolph County
18137,base.state_us_15,Ripley County
18139,base.state_us_15,Rush County
18141,base.state_us_15,St. Joseph County
18143,base.state_us_15,Scott County
18145,base.state_us_15,Shelby County
18147,base.state_us_15,Spencer County
18149,base.state_us_15,Starke County
18151,base.state_us_15,Steuben County
18153,base.state_us_15,Sullivan County
18155,base.state_us_15,Switzerland County
18157,base.state_us_15,Tippecanoe County
18159,base.state_us_15,Tipton County
18161,base.state_us_15,Union County
18163,base.state_us_15,Vanderburgh County
18165,base.state_us_15,Vermillion County
18167,base.state_us_15,Vigo County
18169,base.state_us_15,Wabash County
18171,base.state_us_15,Warren County
18173,base.state_us_15,Warrick County
18175,base.state_us_15,Washington County
18177,base.state_us_15,Wayne County
18179,base.state_us_15,Wells County
18181,base.state_us_15,White County
18183,base.state_us_15,Whitley County
19001,base.state_us_16,Adair County
19003,base.state_us_16,Adams County
19005,base.state_us_16,Allamakee County
19007,base.state_us_16,Appanoose County
19009,base.state_us_16,Audubon County
19011,base.state_us_16,Benton County
19013,base.state_us_16,Black Hawk County
19015,base.state_us_16,Boone County
19017,base.state_us_16,Bremer County
19019,base.state_us_16,Buchanan County
19021,base.state_us_16,Buena Vista County
19023,base.state_us_16,Butler County
19025,base.state_us_16,Calhoun County
19027,base.state_us_16,Carroll County
19029,base.state_us_16,Cass County
19031,base.state_us_16,Cedar County
19033,base.state_us_16,Cerro Gordo County
19035,base.state_us_16,Cherokee County
19037,base.state_us_16,Chickasaw County
19039,base.state_us_16,Clarke County
19041,base.state_us_16,Clay County
19043,base.state_us_16,Clayton County
